,GRAPH_IDX,NUM_NODES,LOG_NUM_EDGES,IS_CONNECTED,LOGRATIO_EDGETONODES,DENSITY,LOG_CHROMATIC_NUM,NORM_MIS,GRAPH_ASSORTATIVITY,SPECTRAL_GAP,LOG_LARGESTEIGVAL,LOG_SECONDLARGESTEIGVAL,LOG_SMALLESTEIGVAL,MIN_ECC,MAX_ECC,LOGRATIO_MAXMINECC,GIRTH,LOG_KEMENY_CONSTANT,TRANSITIVITY,CALCULATED_RATIO,percent_cut,percent_positive_lower_triangular,percent_close1_lower_triangular,percent_close3_lower_triangular,expected_costGW_over_sdp_cost,std_costGW_over_sdp_cost
1043,graph_1043,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9977633227954681,0.025841572084125984
1044,graph_1044,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962150005,(0.6380976062804588+0j),(0.15029966794431138+0j),(-0.11394222656490856+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846749905,0.29,0.95,0.89,0.9988833265257144,0.019379063479173612
1045,graph_1045,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9988033262589335,0.021600071933513182
1046,graph_1046,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9989833268583794,0.015803836987554738
1047,graph_1047,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9972233209971302,0.03254348865701458
1048,graph_1048,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490807+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846760118,0.29,0.95,0.895,0.9990433270574737,0.018261451780720913
1049,graph_1049,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149983,(0.6380976062804574+0j),(0.15029966794431118+0j),(-0.11394222656490906+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846755627,0.31,0.95,0.88,0.9986433257258474,0.02029170132029886
1050,graph_1050,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149988,(0.6380976062804578+0j),(0.15029966794431138+0j),(-0.11394222656490881+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846753309,0.3125,0.95,0.8675,0.9994833285235071,0.011546882178522335
1051,graph_1051,20,3.970291913552122,1,-1.6168926516960842,0.2789473684210526,1.3862943611198906,0.8,-0.89156849,0.7306939962149992,(0.6380976062804578+0j),(0.150299667944311+0j),(-0.11394222656490906+0j),1,2,0.6931471805599453,3,2.9155755655493305,0.2757352941176471,1.3888888888888888,0.9433930846752935,0.3025,0.95,0.8725,0.9990633271248396,0.0175817649533963
1052,graph_1052,20,4.430816798843313,1,-1.5071483275212576,0.4421052631578947,1.791759469228055,0.7,-0.78630562,0.6543057644267358,(0.5807066016741664+0j),(0.12486468375383691+0j),(-0.0814169762465283+0j),1,2,0.6931471805599453,3,2.911096746179011,0.4760935910478128,1.15625,0.8809552693669612,0.2575,0.95,0.88,0.9984156453727322,0.022690201321977403
